Porosity,Permeability,Formation_Strength,Oil_Production_Rate,Water_Cut,Gas_Oil_Ratio,Reservoir_Pressure,Bottom_Hole_Pressure,Drawdown_Pressure,Sand_Grain_Size,Formation_Depth,Well_Age_Days,Completion_Type,Production_Rate_Change,Pressure_Decline_Rate,Sand_Production
0.2,46.91,8937.23,417.37,0.14,312.07,2820.79,3233.97,856.8,0.13,2337.2,2191.61232767335,1,-42.18,45.8,0
0.14,2.7,5362.69,795.27,0.42,467.92,3414.86,3384.17,183.17,0.17,2542.76,2474.376647410637,0,3.46,49.04,0
0.18,2.91,10199.66,574.84,0.32,537.87,4055.68,3335.35,854.79,0.16,2739.25,2333.0632872993306,0,37.85,48.23,0
0.2,3.6,10070.21,608.15,0.2,901.57,3622.34,2901.36,795.52,0.09,2041.4,909.217809861167,0,15.92,66.63,0
0.28,5.18,8270.51,633.22,0.26,589.33,3110.66,3241.05,585.66,0.13,2642.37,157.70991617398627,0,39.76,57.81,0
0.14,4.79,6099.08,481.72,0.47,576.16,4111.73,2815.92,601.45,0.12,2448.99,2207.860180458411,1,3.14,72.64,0
0.25,3.37,7759.94,476.93,0.62,828.15,3300.03,3066.17,525.62,0.17,2533.12,311.72956654551746,1,-5.94,65.28,0
0.37,50.0,4197.89,612.05,0.34,1041.56,2916.87,2569.38,1479.28,0.19,1913.23,3605.6378528412274,2,-132.05,181.32,1
0.13,1.89,7906.8,370.1,0.38,420.53,4037.17,3200.22,477.88,0.1,2560.54,3063.264408861913,0,-91.72,0.0,0
0.19,11.05,6394.3,755.56,0.22,829.19,3684.03,3240.67,781.38,0.18,3188.01,1888.517397464149,1,4.32,71.75,0
0.19,3.86,7525.56,606.66,0.13,812.1,3193.41,2177.29,813.26,0.14,2825.87,2916.7824380945235,2,-36.16,83.1,0
0.16,1.71,7789.53,375.78,0.23,952.46,2717.96,3166.87,1062.31,0.1,2300.4,1549.1028185699513,0,46.13,62.26,0
0.2,3.1,12736.66,617.9,0.08,513.34,3595.53,3487.18,873.67,0.11,1546.73,2232.6418620962622,0,58.79,44.21,0
0.26,50.0,4444.64,819.34,0.14,1072.02,4495.34,2836.98,1694.84,0.21,2478.55,1258.8900409130051,2,-34.64,128.46,1
0.3,9.04,6124.68,342.34,0.17,937.71,2368.6,2457.02,418.61,0.13,2410.11,2617.200120684781,0,16.69,57.81,0
0.16,1.0,8762.8,652.58,0.43,571.83,2729.3,3606.95,885.1,0.11,1808.44,2580.0730434852644,1,-2.57,45.79,0
0.24,50.0,5162.04,988.61,0.58,945.62,4100.66,2262.39,1652.27,0.36,1692.32,1439.1832744023247,2,-87.78,149.41,1
0.25,2.22,9455.73,586.54,0.4,399.97,3884.93,2732.49,733.06,0.2,1501.21,1357.0175122501562,0,42.66,46.35,0
0.2,3.09,9207.28,513.32,0.46,1006.6,3920.39,2844.31,798.96,0.12,2255.58,1525.1064199359319,0,84.24,43.68,0
0.14,1.54,10121.17,363.08,0.28,792.28,3376.71,2438.35,899.15,0.2,2799.2,389.0546256562351,0,-10.57,47.03,0
0.28,6.33,6159.48,519.42,0.56,498.59,3685.0,3438.01,533.67,0.17,1546.89,1868.243490399534,1,22.01,40.27,0
0.12,1.0,6477.06,619.54,0.16,100.0,3798.99,2364.23,895.69,0.13,2772.06,74.12010169001574,0,-45.24,54.67,0
0.18,1.4,10080.44,784.34,0.31,516.94,3017.55,3456.52,612.08,0.17,2456.51,2027.6696187397267,0,19.39,43.15,0
0.18,1.0,8206.01,701.53,0.27,467.77,4197.52,2559.28,647.4,0.19,1786.44,453.5751802709294,0,-66.36,84.99,0
0.26,1.0,6978.84,504.37,0.0,675.98,3879.57,2942.54,243.58,0.17,3055.38,626.432290950053,1,39.69,59.83,0
0.13,13.34,9527.81,420.34,0.39,876.54,3560.65,2665.68,543.9,0.12,2603.53,132.6776285391187,0,0.21,50.61,0
0.24,50.0,5500.27,939.47,0.33,1482.4,4232.01,2599.63,893.9,0.29,1406.69,460.10382799208253,2,8.3,109.27,1
0.24,12.36,7782.45,685.49,0.28,716.6,3173.56,2007.58,545.61,0.08,2324.61,2932.0401984297464,0,-99.83,33.69,0
0.24,5.34,9028.43,672.52,0.34,694.55,3431.58,3048.01,615.71,0.11,3677.06,3245.1731331438546,0,64.26,44.85,0
0.17,6.48,5553.4,250.45,0.46,611.65,3031.16,3079.67,670.26,0.11,3134.87,332.46697307260837,0,-38.47,70.82,0
0.2,7.81,9974.01,565.7,0.56,261.15,3439.11,2809.02,615.91,0.14,2789.3,3622.631303070943,0,-27.48,75.64,0
0.14,1.69,6802.69,144.37,0.12,578.02,3769.43,3071.63,798.23,0.17,2522.41,2001.9741745577626,1,-8.26,65.61,0
0.23,5.18,6232.14,376.22,0.12,997.4,2307.63,2090.57,618.46,0.2,3172.07,1234.423402622668,0,-84.35,52.2,0
0.11,5.52,7500.44,465.11,0.17,934.66,3580.38,2799.82,405.26,0.23,2686.23,2354.017398784921,0,30.36,102.67,0
0.23,3.78,8073.64,580.86,0.4,1052.62,3467.8,2812.13,581.36,0.18,2782.89,2410.296957159559,1,-14.48,71.03,0
0.18,10.46,8716.38,432.39,0.23,245.32,4299.46,2834.79,757.63,0.13,3039.18,2902.921127723677,1,-47.6,41.9,0
0.18,4.92,6036.97,127.62,0.31,1155.01,2884.71,2550.48,651.49,0.12,2540.44,383.4380974774289,1,-26.11,66.2,0
0.23,3.34,8725.76,640.4,0.25,1035.51,3134.45,2836.87,990.84,0.15,2302.56,2636.430820461697,1,-19.98,64.24,0
0.24,8.23,8933.57,625.12,0.09,691.46,3855.61,2555.29,762.13,0.17,3008.91,3146.5475680778186,1,64.0,63.26,0
0.26,50.0,4392.24,1045.33,0.29,1549.45,4147.9,2492.61,1943.1,0.25,2349.99,1540.2153605572369,2,-232.98,185.21,1
0.27,2.35,11265.94,575.88,0.34,739.75,3558.24,3351.33,777.7,0.09,3290.95,557.8129458289878,0,-37.88,59.88,0
0.23,7.07,9501.23,626.16,0.32,246.38,3743.5,3077.32,684.63,0.22,2942.65,654.0881912890815,0,-17.81,34.5,0
0.21,1.56,7980.08,375.05,0.07,294.73,3938.19,2430.5,958.24,0.19,3127.16,962.605047773974,0,-79.21,45.74,0
0.17,4.96,8499.14,617.9,0.28,514.42,3453.69,3041.96,730.21,0.17,2595.51,3477.152168195017,1,2.96,51.92,0
0.16,8.57,8329.64,706.48,0.23,1086.38,3895.34,2461.84,766.68,0.14,2253.17,3538.3546856055013,1,135.43,45.53,0
0.3,8.66,8547.75,526.3,0.14,750.75,3279.73,2500.85,891.83,0.06,1827.18,2186.465664599844,0,-63.72,52.54,0
0.23,50.0,6847.73,602.68,0.47,1187.95,3250.49,2935.18,1729.71,0.1,2331.8,2421.4246755221507,0,7.73,102.63,1
0.21,2.4,10923.44,554.46,0.31,442.61,3985.74,3379.54,613.36,0.12,2295.52,2178.2566973877483,1,20.79,26.19,0
0.28,1.0,8203.14,549.14,0.44,1308.68,2918.38,2971.51,691.75,0.19,2567.43,2672.9477914214904,0,-24.75,7.09,0
0.27,1.53,9168.7,791.26,0.51,332.39,3469.57,3049.13,705.78,0.16,2167.91,132.82074206364942,0,-59.2,50.48,0
0.19,8.79,7897.7,707.37,0.47,488.49,3741.53,3678.34,457.38,0.05,3356.26,1845.2375451555106,1,22.19,81.32,0
0.22,3.6,7884.07,543.47,0.28,1392.4,3556.58,2819.58,997.7,0.16,2370.67,438.866021282752,0,-10.04,35.56,0
0.17,13.06,10181.81,669.94,0.61,529.65,2852.49,2730.52,867.16,0.14,1643.94,2538.0739847965046,1,24.99,87.14,0
0.24,15.47,6837.8,490.34,0.17,973.48,3968.72,2349.63,884.25,0.17,2299.63,2747.8762435400868,0,-28.69,53.35,0
0.21,6.98,7660.21,429.78,0.36,1086.95,3587.09,2786.26,747.24,0.09,2298.06,543.1607049064207,1,-27.58,65.75,0
0.2,1.51,7257.55,605.19,0.37,842.27,3022.01,2698.95,624.47,0.18,3075.98,992.8641827359565,1,31.78,33.47,0
0.08,28.78,9933.7,220.77,0.16,892.01,3605.73,2416.38,656.74,0.14,2523.63,917.2592655646856,0,72.43,38.21,0
0.18,10.47,5887.66,611.53,0.4,236.68,3329.53,2786.92,1057.69,0.12,3360.53,2338.4499203880105,0,-56.84,51.1,0
0.19,1.09,7935.76,557.93,0.18,928.54,3170.14,3269.79,650.44,0.09,2899.32,406.75021452012385,0,-10.68,88.45,0
0.26,2.76,11002.88,287.45,0.35,1056.92,4226.02,2573.54,856.71,0.16,3056.38,2976.2746230824687,0,59.08,14.82,0
0.25,50.0,5136.57,897.8,0.95,1086.2,3735.91,2199.03,1122.9,0.26,1416.66,471.27854165236687,0,-223.99,219.2,1
0.23,5.06,9054.83,390.88,0.51,611.9,4925.7,2477.03,774.42,0.14,2733.19,885.2349941222241,1,-73.39,0.0,0
0.23,11.3,7582.53,385.03,0.15,769.33,3263.59,2388.79,523.54,0.14,2519.89,205.5299710193936,1,-42.52,66.46,0
0.3,2.75,8690.62,637.24,0.19,1500.84,3307.45,2829.92,324.91,0.23,2005.97,2627.0694484848013,0,-54.66,64.85,0
0.26,3.76,8775.24,381.61,0.39,1007.23,2925.37,2485.41,721.44,0.19,2825.13,225.92324406933042,0,-38.16,83.25,0
0.22,6.7,4787.85,410.1,0.02,1526.59,3927.68,3397.68,688.91,0.15,3031.38,2823.1545846137165,0,-42.0,67.19,0
0.22,2.09,6941.69,528.8,0.3,521.02,3335.47,3023.66,1046.25,0.18,2324.33,3156.7433610339003,0,17.65,43.65,0
0.13,1.82,8513.68,481.96,0.08,682.23,3721.58,3319.73,888.83,0.09,2781.37,1809.3653033826872,0,7.42,92.37,0
0.28,6.69,9775.32,524.95,0.39,867.87,2895.87,3495.66,298.71,0.14,3228.67,935.1757122175896,0,-35.88,35.57,0
0.17,6.22,8385.17,519.52,0.19,1099.93,2967.28,3090.87,497.07,0.12,2282.22,395.78194108449657,1,47.85,43.13,0
0.25,8.8,6248.2,359.31,0.46,509.62,3195.35,3080.64,1049.45,0.16,2906.04,1348.9048954423629,0,6.5,40.7,0
0.22,3.88,7572.81,391.16,0.54,1128.17,3592.12,3218.76,680.04,0.11,1973.99,2268.922593797945,0,-37.61,48.93,0
0.18,6.12,8569.55,381.75,0.22,517.9,3664.49,2807.91,960.44,0.08,2292.9,3196.4759575526637,0,-50.9,71.38,0
0.31,4.36,5645.92,622.18,0.47,1001.35,3541.5,2911.94,661.31,0.13,2708.15,1713.4847785107056,0,56.29,52.5,0
0.19,23.08,10805.21,501.04,0.12,1003.07,3386.83,2655.07,961.46,0.16,2494.02,2057.1084622044673,0,-12.5,63.1,0
0.15,2.93,6155.71,412.78,0.22,815.21,3615.35,3843.39,516.36,0.13,2528.24,1056.2131918762643,1,5.15,68.7,0
0.3,50.0,5434.21,976.36,0.24,1642.59,3854.1,2154.4,1912.99,0.31,2079.47,2721.963388047665,1,-123.19,84.04,1
0.19,11.96,8488.23,478.49,0.32,806.21,4390.55,3092.81,878.94,0.11,2498.67,1344.6813008171753,0,73.8,40.1,0
0.13,13.46,7164.08,521.9,0.17,605.21,3500.85,3459.02,812.33,0.25,2648.14,1709.246933901898,0,-79.34,54.66,0
0.15,12.23,9211.61,761.6,0.25,1031.42,3754.07,2344.88,792.83,0.08,1733.15,570.5273238911666,0,9.24,41.98,0
0.2,8.69,9006.53,585.1,0.15,1153.62,3620.2,3106.2,548.97,0.11,2130.51,1457.1422185944464,0,85.8,68.97,0
0.3,50.0,6447.07,1189.24,0.43,1769.97,4812.38,1834.45,1368.97,0.25,2099.7,2848.6566495413,1,-93.46,158.1,1
0.22,8.64,9374.85,683.33,0.35,557.22,4183.92,2498.83,799.15,0.2,2451.83,3587.229353435234,0,1.95,66.49,0
0.16,50.0,5139.91,560.64,0.71,772.03,4552.21,3854.95,1492.17,0.25,1542.18,421.88959622877286,1,-127.81,126.03,1
0.17,8.42,7296.3,734.82,0.02,682.42,2824.45,2537.77,799.38,0.14,2589.05,582.6640810700055,0,56.49,61.33,0
0.17,6.01,9132.78,543.09,0.41,1054.6,3051.29,2808.12,940.2,0.14,2469.44,1039.2499458856098,0,68.05,29.85,0
0.21,25.85,7600.18,783.47,0.25,1317.94,3329.59,2453.3,363.19,0.11,2966.51,1917.6523496981488,0,-28.83,58.99,0
0.23,4.53,7539.43,584.99,0.27,763.38,3433.96,2673.29,538.27,0.11,2126.38,3093.649165904849,0,20.57,30.36,0
0.2,8.45,7867.09,626.79,0.46,615.51,3307.75,2364.43,747.5,0.2,1954.44,1935.6750943518982,0,37.99,45.93,0
0.21,3.77,11659.81,281.41,0.43,614.75,3610.61,2185.95,806.77,0.21,2850.18,506.167688569008,0,-12.18,70.16,0
0.15,50.0,5361.22,1064.28,0.41,1167.27,4193.26,3448.21,1213.07,0.18,2449.97,2249.3730715469305,0,-214.49,97.41,1
0.24,8.34,7055.61,674.01,0.33,448.34,3531.82,2516.47,455.11,0.13,3398.57,2302.307669197111,0,-22.75,52.83,0
0.25,50.0,5456.98,639.88,0.56,1611.71,4006.67,2897.7,581.19,0.29,1215.31,2040.325514217676,0,-86.27,106.84,1
0.24,6.92,7900.83,675.09,0.4,1095.18,3445.73,2641.23,839.38,0.12,2239.1,1529.9526575790555,0,-0.51,21.31,0
0.18,3.68,5474.93,402.74,0.31,1046.13,3034.68,3235.77,485.92,0.19,1869.09,388.1120964513772,1,38.95,82.4,0
0.25,16.12,6926.05,370.46,0.19,884.92,3223.61,2659.49,694.72,0.16,3029.66,1383.5058090456466,1,-25.92,80.04,0
0.31,9.93,7436.11,554.92,0.33,1126.8,3692.84,2687.3,404.66,0.16,1617.52,3543.9442610386936,0,22.09,79.75,0
0.2,2.32,7909.77,165.99,0.32,1252.91,3876.07,2787.18,739.46,0.19,2967.59,3512.6803664090003,0,5.51,10.85,0
0.19,3.57,6637.9,607.39,0.44,874.63,3542.11,2381.56,619.36,0.08,2548.89,226.10811284735502,1,107.24,62.28,0
0.17,2.8,8211.67,699.55,0.47,1051.66,3353.2,2760.64,661.67,0.16,2876.64,3263.0629715617556,1,-25.62,57.2,0
0.15,4.61,7078.78,638.16,0.44,949.85,3540.61,2588.7,902.12,0.2,1986.96,2911.96167799107,0,34.83,23.65,0
0.21,12.13,8350.39,457.69,0.24,715.81,4047.8,2164.03,520.96,0.22,2765.53,2510.802023692448,1,-43.62,50.89,0
0.17,7.8,5644.51,320.88,0.08,779.2,3671.19,3716.78,671.51,0.12,2166.17,1119.5449646598177,1,-9.47,52.76,0
0.23,1.75,7894.93,688.43,0.14,930.91,3020.41,2839.89,712.15,0.22,2131.25,237.91029453519678,2,103.69,25.48,0
0.22,4.03,6513.89,260.87,0.47,560.08,2850.9,2296.92,727.95,0.09,2988.48,3482.4257997069476,1,73.21,35.34,0
0.22,8.04,6735.05,756.46,0.09,920.38,3719.25,3263.73,673.6,0.12,2155.55,1185.919894366257,0,-44.79,59.41,0
0.23,2.05,10412.1,472.75,0.41,754.64,3992.81,2966.57,545.52,0.15,2489.03,2934.7129408104793,2,-19.12,43.42,0
0.17,7.51,6446.59,701.2,0.17,564.11,4149.37,2729.0,589.71,0.24,3156.44,3036.7636180201857,1,50.04,46.53,0
0.28,1.0,6913.45,587.71,0.52,558.64,3773.13,2982.94,842.26,0.21,1776.54,2709.635009959879,0,-74.32,47.6,0
0.29,50.0,7280.14,1078.73,0.39,1173.68,3528.85,2619.15,975.13,0.27,2474.87,3526.6617946810234,0,-68.79,56.79,1
0.21,10.86,6984.48,726.16,0.09,1131.59,3679.69,2533.47,429.63,0.1,2954.64,1520.858241606133,0,-60.05,33.81,0
0.22,9.94,6659.25,424.74,0.24,884.36,4386.05,2425.02,999.89,0.18,2235.46,1074.510252791627,0,47.78,51.88,0
0.09,1.23,5883.8,496.8,0.39,719.7,3886.63,2070.34,970.3,0.11,2005.2,1446.929956219687,1,27.13,84.73,0
0.22,2.37,9623.81,364.88,0.36,659.82,2803.12,2652.8,616.1,0.2,2918.52,2523.9896626910504,0,47.88,66.2,0
0.2,1.52,8405.77,397.31,0.26,939.57,3696.57,3458.6,776.24,0.12,2505.6,3210.8413385965778,0,-48.2,65.47,0
0.2,1.5,8214.03,549.85,0.42,346.46,3329.62,3200.16,653.48,0.21,2688.54,3566.278389831127,0,39.66,41.94,0
0.19,6.78,9277.11,487.81,0.42,494.17,3256.11,2247.33,553.09,0.15,2124.85,1111.5348031542503,0,-64.61,87.48,0
0.14,19.98,6617.26,468.72,0.24,205.21,3319.46,2471.64,487.12,0.2,2245.71,1007.2396355458824,1,17.33,99.63,0
0.26,1.99,8348.29,353.34,0.46,882.0,3060.15,2811.5,526.0,0.13,2812.37,3044.3070822233212,0,-0.88,90.23,0
0.31,50.0,5547.35,755.29,0.32,1845.42,3445.89,2595.44,1233.19,0.28,3109.58,940.2055584150949,2,-128.22,142.85,1
0.21,11.81,6548.37,403.28,0.45,330.7,3538.6,2974.81,787.07,0.2,3305.71,2683.5970099115634,2,-42.76,33.24,0
0.16,4.12,5950.83,572.43,0.0,637.37,3891.82,2770.98,513.92,0.1,2392.9,2687.1240410517134,0,-31.31,43.71,0
0.19,98.32,5583.8,528.95,0.54,1211.86,4208.4,1884.16,1100.87,0.19,2753.72,483.9000931915426,1,-96.28,131.7,1
0.26,2.62,9040.56,574.18,0.37,1043.16,3069.09,3065.1,624.57,0.09,2313.48,1117.696699020097,1,2.02,57.92,0
0.21,1.88,7180.75,358.85,0.14,1157.0,2752.7,3306.96,699.27,0.23,3677.98,792.9100808343791,1,41.51,65.82,0
0.2,12.18,9457.02,608.6,0.41,364.48,3835.74,2994.54,488.79,0.14,2262.86,1891.1522071187637,0,-40.95,94.67,0
0.18,2.27,8069.32,502.7,0.61,775.65,3284.84,2440.37,428.79,0.17,3005.57,3470.3287582445246,0,-65.3,63.71,0
0.24,2.14,7853.0,483.71,0.35,538.88,4324.5,2641.22,744.36,0.11,2885.91,2608.2872875225376,0,-55.93,66.77,0
0.2,1.07,8133.8,284.24,0.52,942.09,4525.47,2528.45,782.8,0.17,2748.65,1708.1729096567617,0,-15.09,75.29,0
0.18,7.09,7549.2,521.39,0.04,1251.23,3345.33,2785.14,920.49,0.18,3001.14,2680.8290668711998,0,-67.83,51.67,0
0.21,3.9,7855.68,619.95,0.12,676.64,3194.18,1858.14,635.55,0.16,2659.83,206.4149580801475,1,-29.02,27.39,0
0.22,8.63,8310.02,390.97,0.2,415.5,2867.66,2807.52,666.89,0.1,3048.08,1156.329877337233,1,71.84,37.36,0
0.17,11.14,8214.63,582.59,0.09,945.81,3102.47,2550.12,1165.57,0.21,2234.45,2651.554711549494,0,84.77,60.92,0
0.13,11.52,10405.55,598.91,0.38,466.37,3537.68,2513.29,522.94,0.1,2318.43,927.5152340125875,0,-1.8,41.06,0
0.32,50.0,2180.66,956.14,0.39,428.18,4043.17,1717.91,885.62,0.32,1384.36,709.5147910237215,1,-165.0,75.4,1
0.22,21.62,7054.65,439.36,0.1,951.91,3022.83,2892.83,476.66,0.19,2665.39,70.43958181295419,0,-27.41,25.22,0
0.21,2.14,7973.11,384.9,0.34,327.97,3419.39,2505.77,605.18,0.18,2377.5,2866.8697647550716,0,-43.56,9.01,0
0.36,50.0,4245.57,1335.58,0.54,838.5,3675.8,2752.44,1059.74,0.27,1681.96,2734.49217040958,0,-291.93,50.0,1
0.27,6.26,6845.44,527.88,0.42,655.71,4106.69,2882.28,345.7,0.12,2082.25,509.5843857855902,0,-39.69,56.04,0
0.28,3.45,6724.7,422.99,0.44,1045.83,3395.45,1989.78,568.83,0.17,2877.54,333.29613095233714,0,3.57,66.99,0
0.22,6.52,8120.48,475.79,0.12,846.1,3428.85,2588.14,927.03,0.09,2520.79,2788.783890785405,0,8.42,68.48,0
0.17,7.84,6242.1,437.26,0.34,832.87,3034.15,3175.15,704.01,0.16,2394.18,2239.6828426501197,0,-68.05,56.01,0
0.24,50.0,4424.99,1159.81,0.67,1622.57,4785.45,2596.09,1895.85,0.3,1389.73,1949.7436224329842,2,-140.25,129.54,1
0.23,3.86,6498.49,691.68,0.06,318.16,3820.08,2551.51,692.72,0.16,1686.5,1436.721898931552,0,-47.8,41.35,0
0.16,3.94,5678.65,421.73,0.56,653.2,3747.0,2860.77,888.58,0.19,2515.95,1776.1469883776917,0,64.91,66.93,0
0.22,50.0,4791.22,1070.03,0.3,1564.35,4221.96,2527.75,1627.55,0.28,2184.84,2673.2087029812164,2,-131.33,50.0,1
0.21,50.0,3075.44,554.42,0.44,939.93,3083.68,1466.88,1542.85,0.2,2607.26,2714.2573976881863,1,-67.85,118.79,1
0.17,3.03,8981.58,343.58,0.24,396.43,5079.47,3067.44,753.86,0.23,2452.87,2720.635186822412,0,-36.37,45.12,0
0.16,1.0,10036.43,564.05,0.26,833.45,3351.33,2553.38,790.02,0.17,2675.26,3352.965407595808,1,88.53,32.85,0
0.27,7.86,7936.5,664.24,0.28,832.69,3471.54,2797.78,728.93,0.13,2953.16,1121.8219439531788,0,-12.89,73.25,0
0.2,7.63,7926.85,866.14,0.26,927.99,4176.02,3210.52,717.95,0.08,1906.63,2699.5745252300903,0,2.93,39.06,0
0.28,1.1,7008.29,435.82,0.03,632.96,3446.57,2498.01,497.53,0.17,2678.04,1164.2430464495067,0,-127.98,36.94,0
0.18,3.5,9907.85,409.32,0.24,589.24,3612.99,2957.4,955.18,0.17,2489.42,298.3484942708141,0,81.82,60.17,0
0.25,1.38,9366.36,392.63,0.21,244.89,3434.22,2582.12,975.54,0.13,2733.99,2521.2695037685553,1,95.46,56.54,0
0.21,5.63,7803.8,489.24,0.5,666.05,4140.26,2647.37,715.87,0.21,2692.14,2346.757434587038,2,8.5,58.3,0
0.23,50.0,3267.79,875.7,0.41,1115.35,2988.96,3051.92,2002.95,0.28,1766.78,2923.161902603277,2,-326.38,125.79,1
0.24,26.27,6913.2,485.42,0.2,709.55,4742.52,2430.44,591.75,0.12,2830.93,2961.3087557444715,0,-41.2,85.69,0
0.36,50.0,5600.0,552.1,0.51,715.05,3114.53,2632.86,1653.12,0.21,2412.59,3143.678487548426,1,-54.67,103.7,1
0.19,2.11,5693.44,782.87,0.31,1018.18,3196.57,3333.95,647.08,0.21,2675.97,3354.7654139401843,0,-37.23,28.99,0
0.22,2.14,7580.97,495.41,0.08,918.07,3116.3,2980.23,621.03,0.11,1594.21,2719.0634709170877,0,11.24,53.8,0
0.25,1.19,10796.07,347.76,0.29,739.31,4310.06,3071.01,896.52,0.16,3148.67,151.19609365650598,2,8.73,64.96,0
0.21,4.09,8046.6,505.84,0.0,1189.46,3575.87,3310.37,783.19,0.15,2106.35,2404.789638743129,2,62.69,64.75,0
0.12,7.59,9848.49,388.45,0.04,943.03,3259.21,2430.93,615.92,0.16,2909.33,2322.5532532681577,1,-79.45,45.53,0
0.17,3.29,10133.63,480.9,0.36,976.27,3514.05,2146.18,685.44,0.1,2758.07,2493.8037507696436,0,-77.61,59.68,0
0.21,2.79,8465.1,600.65,0.38,239.33,3033.05,3012.12,439.35,0.06,2238.7,398.91177857528106,1,-36.31,17.14,0
0.31,50.0,4386.52,1000.46,0.52,939.74,4216.97,1833.03,1754.93,0.29,1816.31,2447.463704755405,1,-68.46,123.0,1
0.1,3.09,6836.93,336.44,0.19,493.82,3536.65,3331.23,832.51,0.11,2259.23,3310.870591929807,1,-42.74,53.63,0
0.21,2.25,8983.33,477.76,0.0,1165.48,4075.04,3308.75,605.71,0.19,1691.88,503.71399045170074,0,110.51,26.06,0
0.17,5.27,8723.8,619.35,0.57,319.44,3577.01,3382.1,731.49,0.26,2475.05,2192.1111900273554,0,-77.41,26.15,0
0.2,17.45,4616.31,568.87,0.26,100.0,3753.21,2897.33,703.54,0.08,2411.2,1413.2750384532226,2,-11.09,28.84,0
0.13,11.54,6587.93,696.83,0.4,850.6,4057.18,3116.01,545.99,0.12,2207.61,2566.2235664392997,1,49.09,80.24,0
0.34,50.0,4948.72,508.24,0.76,1275.54,4165.18,2247.1,1185.05,0.28,1676.21,2222.452800024405,1,-68.54,170.37,1
0.2,4.8,8159.11,303.76,0.25,414.02,2739.0,2885.88,660.81,0.09,2578.82,3134.030013055669,1,-30.65,75.41,0
0.26,11.38,5950.68,467.14,0.5,639.89,3695.51,2700.35,910.78,0.17,3320.04,3.5330586439801728,0,-25.5,71.75,0
0.23,1.24,8448.8,715.26,0.53,984.03,3595.42,2940.98,429.14,0.24,2298.55,3143.4852179790446,0,-42.86,46.33,0
0.22,2.36,8112.33,582.67,0.32,446.71,3717.9,2505.63,948.54,0.14,2003.51,802.2256507987468,1,86.96,40.17,0
0.26,33.92,8842.36,264.28,0.42,942.48,3443.21,2961.6,773.45,0.19,2837.7,1275.1276309597079,2,116.6,51.88,0
0.2,4.34,8924.59,946.98,0.27,509.62,3501.0,2825.27,778.67,0.19,2629.63,3402.6575935107926,0,100.85,38.59,0
0.13,11.16,8442.25,407.24,0.18,391.07,3551.68,2251.43,948.81,0.17,1769.29,3538.9233983516237,1,2.97,56.45,0
0.22,2.56,7083.22,586.92,0.25,739.43,3690.8,3184.41,640.28,0.14,2738.53,1562.5383262795515,1,24.5,35.79,0
0.12,2.34,9654.04,579.14,0.4,1344.4,4442.17,2967.24,818.4,0.19,2399.9,3394.5885249578155,0,34.47,75.74,0
0.23,8.66,6322.21,598.15,0.41,1076.51,3778.43,2826.92,659.82,0.17,2897.16,1948.7061367308304,0,-32.74,93.96,0
0.13,3.74,6596.25,482.92,0.36,867.15,2546.39,2716.49,909.05,0.21,2897.22,1260.4830472870212,1,57.68,56.92,0
0.23,50.0,6047.52,685.02,0.17,1113.69,4233.93,2640.36,1331.98,0.17,1354.04,2395.5450604407315,0,-196.86,132.23,1
0.25,6.4,9199.83,607.51,0.33,930.19,3091.4,2783.61,547.4,0.09,1705.02,3392.555326997582,0,20.83,38.75,0
0.19,6.19,8919.9,324.65,0.48,953.77,3252.19,2441.72,503.99,0.15,3236.31,520.3272901339217,0,-1.94,50.34,0
0.1,2.55,8159.76,294.46,0.19,833.9,3285.29,2414.44,509.57,0.11,2270.96,545.0574362297735,1,13.78,58.64,0
0.15,50.0,4962.12,822.72,0.43,748.55,4061.75,2960.12,1480.41,0.25,1814.44,2947.005543499249,1,-121.06,129.6,1
0.26,3.53,7489.49,664.56,0.2,769.44,3826.27,2849.33,925.98,0.12,2515.54,2594.800860909487,1,41.02,53.4,0
0.23,20.47,8638.87,589.18,0.46,618.03,4370.03,3098.71,1072.48,0.13,3154.06,2358.0389873342933,1,-4.29,54.66,0
0.16,2.41,10592.49,620.72,0.58,472.78,3453.36,2993.48,824.4,0.17,2033.76,3226.138477104032,0,-23.76,48.77,0
0.15,5.81,4736.68,456.58,0.29,952.9,3777.35,2823.88,1200.93,0.11,2246.7,2228.882770743227,0,82.5,20.79,0
0.21,4.83,8675.08,493.31,0.31,1001.6,3354.69,2708.34,709.67,0.15,3336.81,2665.6927421415685,0,8.23,35.9,0
0.23,50.0,5564.62,1248.66,0.73,877.18,3723.29,2664.41,1346.41,0.25,2940.02,2178.3831330162525,0,-169.63,132.35,1
0.18,14.23,5927.35,421.72,0.19,1290.85,3664.92,2902.91,917.32,0.14,2302.26,1255.2156499413854,1,21.57,27.11,0
0.31,8.39,8255.73,606.35,0.62,177.02,3452.04,2586.06,543.98,0.12,3179.45,2698.5493829619727,0,-15.14,64.95,0
0.18,16.42,6203.7,337.68,0.16,697.11,3647.83,2568.19,728.33,0.17,2740.66,2655.507995440539,1,-20.75,12.47,0
0.28,50.0,4810.69,1049.81,0.57,1171.12,2536.77,3136.92,1175.39,0.31,2192.09,709.0537380839728,2,-24.36,191.45,1
0.13,6.57,9031.65,303.24,0.16,607.77,3301.04,2183.7,1007.3,0.19,2608.34,1127.0462629214392,0,25.9,47.46,0
